index,output
714,0.5633333333333332
715,0.5707552083333334
716,0.1133771277110671
717,0.49613478002579536
718,0.21912517128158615
719,0.5086554462245974
720,0.7052272727272728
721,0.7010023834745763
722,0.78859375
723,0.6019936330116203
724,0.5759405142738914
725,0.23260589931412215
726,0.6721666666666667
727,0.47742187500000005
728,0.41926762156772507
729,0.13375223797255195
730,0.604921875
731,0.47093602063466894
732,0.37173065110565107
733,0.3456896991330954
734,0.5810681168300653
735,0.2847245997793829
736,0.1857017734898476
737,0.6439971751412429
738,0.7557403681506849
739,0.17890761830650373
740,0.2795068986256083
741,0.6272495443187537
742,0.758651531201849
743,0.4755801178568912
744,0.36032258064516137
745,0.8406770833333335
746,0.4401200605029306
747,0.5004311090751768
748,0.6019650032144005
749,0.5677661145351823
750,0.48
751,0.22707141976887943
752,0.525
753,0.42105590059239106
754,0.3265892671155437
755,0.3530922652257631
756,0.3476309797566962
757,0.22081443951394256
758,0.15657634354948427
759,0.19754565234933769
760,0.7193939393939394
761,0.7115885416666665
762,0.5409966002530043
763,0.28395900246851774
764,0.3866049189946249
765,0.3474808870873296
766,0.6029596076858672
767,0.4550744786494538
768,0.5130085635967107
769,0.1546685737948935
770,0.474375050834203
771,0.713671875
772,0.16803332287690087
773,0.6042552083333333
774,0.6424946482953646
775,0.822497175141243
776,0.19434570978791732
777,0.21453429235687302
778,0.8389138418079096
779,0.6809971751412429
780,0.8048158143939393
781,0.45672947972035594
782,0.4599310020151129
783,0.35039359141799076
784,0.4141203923429837
785,0.1865361786171748
786,0.5441666666666667
787,0.2455729433230572
788,0.6779166666666667
789,0.590702601497832
790,0.4047440638966123
791,0.39379165899823454
792,0.7752500000000001
793,0.1279524106561066
794,0.31179245976435743
795,0.16365609896026595
796,0.2677002759634304
797,0.7554751625626267
798,0.6385307181181821
799,0.5681750392464678
800,0.7138305084745763
801,0.7688409251412429
802,0.5532861352231873
803,0.6460805084745762
804,0.81209375
805,0.297309723935755
806,0.5370483569585562
807,0.1279524106561066
808,0.25902286511704575
809,0.2343276894075375
810,0.4635
811,0.31579406186488773
812,0.34003804929808146
813,0.3803806569993667
814,0.8118305084745763
815,0.16904237814899672
816,0.4718939393939394
817,0.5133377053329405
818,0.2664376489042142
819,0.21642781341477282
820,0.748671875
821,0.5205319810851169
822,0.7328385416666667
823,0.38733254169402903
824,0.742669050141243
825,0.47730769230769227
826,0.355
827,0.7179876893939394
828,0.4588502314621908
829,0.35664908434323545
830,0.36987228441956554
831,0.6302076436232327
832,0.5980083385709356
833,0.31033121945427994
834,0.33504631939757895
835,0.28410985969730357
836,0.1729719221021742
837,0.27542073476469114
838,0.5226491477272728
839,0.20674078175381522
840,0.24873582211093598
841,0.45617026336305694
842,0.2224232497411738
843,0.39360030048055256
844,0.3096138694454201
845,0.3097308851345055
846,0.736497175141243
847,0.27611954581468967
848,0.16722438894296687
849,0.3559130766298132
850,0.5540104166666666
851,0.35874915971422155
852,0.5810517993107693
853,0.6711666666666667
854,0.27614891183884205
855,0.20899724123112776
856,0.35127508483462483
857,0.2538858731884064
858,0.2614327307178635
859,0.38287944596443224
860,0.7919568671702285
861,0.4326885536536155
862,0.21573836518697692
863,0.3209313313777599
864,0.36423620555535663
865,0.34506849315068494
866,0.5385023834745762
867,0.4979071469048695
868,0.22356248200129236
869,0.20502449384364504
870,0.15170202206389272
871,0.7647324810606061
872,0.300127558496436
873,0.21067243695044116
874,0.19464881078353577
875,0.523483195754717
876,0.5890167471113061
877,0.5442357508083314
878,0.5825340136054422
879,0.654496212121212
880,0.1999791481635995
881,0.5100830332132853
882,0.23737138859452936
883,0.5024872147915027
884,0.46333333333333326
885,0.4714743657505286
886,0.5774233027799214
887,0.4484018264840182
888,0.8239190501412429
889,0.6057323349585945
890,0.5855665290880503
891,0.21986323807568195
892,0.8545023834745763
893,0.7250000000000001
894,0.4898401845043304
895,0.6046353907545606
896,0.7870805084745764
897,0.2575700177012786
898,0.526474358974359
899,0.7210805084745764
900,0.662959437013725
901,0.2282751451651397
902,0.2809083274226017
903,0.6383333333333333
904,0.352124699879952
905,0.36895881699023186
906,0.8107552083333335
907,0.5939190501412429
908,0.38635018399419324
909,0.3843615056754047
910,0.29007161116518915
911,0.6944242584745762
912,0.37495264898348907
913,0.7209017106522182
914,0.20562091719289516
915,0.5613991477272727
916,0.5895833333333332
917,0.7784722222222222
918,0.6641170694362408
919,0.24333644936446702
920,0.46448924731182795
921,0.6061218750211949
922,0.41006849315068494
923,0.8223305084745763
924,0.41779136654661864
925,0.678421875
926,0.8260631473634652
927,0.4633854966172039
928,0.7930023834745762
929,0.7599971751412429
930,0.5860485355462197
931,0.298498438881309
932,0.4948121859475135
933,0.2097574280622112
934,0.36226896176431866
935,0.6110607638888889
936,0.15886641403257265
937,0.4915964523281597
938,0.78609375
939,0.19864096853600888
940,0.6379715341156019
941,0.18449901681984276
942,0.2505582516203209
943,0.8560023834745764
944,0.837669050141243
945,0.27199029304983313
946,0.5496188586165812
947,0.31793476577482765
948,0.19977939580442935
949,0.5191666666666667
950,0.5325710227272727
951,0.300136582917423
952,0.7033305084745762
953,0.7810805084745763
954,0.42573661510327426
955,0.735982481060606
956,0.3997324810606061
957,0.40990617762891834
958,0.31986441859341413
959,0.21052051521457765
960,0.7414131701631702
961,0.46801863927389126
962,0.6665746577471885
963,0.5391666666666667
964,0.529979656201849
965,0.1722732532488381
966,0.2775529316307644
967,0.13637739519822106
968,0.20295869601122923
969,0.4574218750000001
970,0.2588375308653912
971,0.1531794646771873
972,0.63373037089596
973,0.43019483900873806
974,0.2588712902071965
975,0.6616418292292933
976,0.21466186167728413
977,0.6010637818736142
978,0.48751087327927983
979,0.6092006802721088
980,0.5059014423076923
981,0.2244249220313645
982,0.3259146341463415
983,0.26421874012763
984,0.5391666666666667
985,0.5187046372093291
986,0.56622465712582
987,0.20791365096618417
988,0.5714240196078432
989,0.5245913348228961
990,0.7425
991,0.17837536267789592
992,0.5604070348173515
993,0.7838939393939394
994,0.2953770811925184
995,0.6016666666666667
996,0.62
997,0.45788657770800634
998,0.23561905342699999
999,0.3599091794251947
1000,0.5323511018463372
1001,0.3354772966928424
1002,0.7576690501412429
1003,0.350683744821867
1004,0.275544548668946
1005,0.476421875
1006,0.29656102063466894
1007,0.2802900568150423
1008,0.34398789378534267
1009,0.36898302970562097
1010,0.5066666666666666
1011,0.8073409251412429
1012,0.21505931845987855
1013,0.6929774305555556
1014,0.46641574873656727
1015,0.3750684931506849
1016,0.692232481060606
1017,0.7630857168079096
1018,0.7454774305555556
1019,0.1617055911925506
1020,0.59
1021,0.36988726986308973
1022,0.21757990813244138
1023,0.7678333333333334
1024,0.26596277929776563
1025,0.503
1026,0.5188040347416009
1027,0.16656269683825692
1028,0.385
1029,0.8035805084745763
1030,0.7873305084745763
1031,0.5101666666666668
1032,0.5400072761513439
1033,0.6132901876659628
1034,0.41069852962666553
1035,0.6928860640301318
1036,0.48578922193877555
1037,0.49625
1038,0.560057781201849
1039,0.6962808148023361
1040,0.5961666666666666
1041,0.6312465018656717
1042,0.2820238533291202
1043,0.5792351598173515
1044,0.7087106346899225
1045,0.6849166666666667
1046,0.35095618105705817
1047,0.8294270833333333
1048,0.6489971751412429
1049,0.15174657479910797
1050,0.4600240723973089
1051,0.17379202934456253
1052,0.4619642857142857
1053,0.5331486604983067
1054,0.6017274305555556
1055,0.6586343685321342
1056,0.6750941490375453
1057,0.15041702934456253
1058,0.7109596076858672
1059,0.7280857168079096
1060,0.7316666666666667
1061,0.391455579246624
1062,0.7375710227272728
1063,0.16863749745917786
1064,0.498974358974359
1065,0.29936969913887795
1066,0.6643158143939394
1067,0.11241042769184258
1068,0.6755629006410256
1069,0.6816109366823653
1070,0.3328849987319874
1071,0.61984375
1072,0.30703904072944327
1073,0.44195095902353965
1074,0.7939971751412429
1075,0.5041584625972729
1076,0.7655857168079097
1077,0.302330404987972
1078,0.7667468944099379
1079,0.3065642582240126
1080,0.6249904306220095
1081,0.8448305084745763
1082,0.672469494047619
1083,0.48021392410374886
1084,0.3650990086217988
1085,0.3178686927968287
1086,0.6773777636054422
1087,0.768671875
1088,0.47187091719289515
1089,0.6178365091463415
1090,0.7510857168079096
1091,0.14472412935044904
1092,0.6262303708959599
1093,0.6814772727272728
1094,0.2599214329242398
1095,0.6248333333333332
1096,0.709469494047619
1097,0.33003875968992247
1098,0.2701603594634953
1099,0.5214772727272727
1100,0.345614970110327
1101,0.2902182804712168
1102,0.6308522727272726
1103,0.35888570927744107
1104,0.4493299335863377
1105,0.20530351896896107
1106,0.17029611263109892
1107,0.816171875
1108,0.4751482609172701
1109,0.3294705037592638
1110,0.3999437927663734
1111,0.49877684430912894
1112,0.4027913665466186
1113,0.7378385416666667
1114,0.30045444317643183
1115,0.3701427373997372
1116,0.536656106628698
1117,0.3708002118423899
1118,0.27612294014794303
1119,0.5438263968022874
1120,0.22957770512400202
1121,0.5117006802721089
1122,0.5967283383756348
1123,0.13249930927145864
1124,0.2118773951982211
1125,0.25254085801488996
1126,0.6548713699494949
1127,0.340596976271991
1128,0.5702272727272727
1129,0.17052718916191412
1130,0.2512447603828826
1131,0.6217376893939394
1132,0.735171875
1133,0.1654174702270103
1134,0.1983854573551302
1135,0.1601975234492711
1136,0.4458917471113061
1137,0.4307612863327149
1138,0.33224660025300445
1139,0.831921875
1140,0.41754131184444776
1141,0.1994875550155727
1142,0.23219518923634783
1143,0.5209824810606061
1144,0.51503541319573
1145,0.5882192809537219
1146,0.4335946196660483
1147,0.1979759456374361
1148,0.3682168664485738
1149,0.19889416575436175
1150,0.38210389210328943
1151,0.3258588062908664
1152,0.394811320754717
1153,0.24956685215365493
1154,0.34901370375564994
1155,0.675871926815323
1156,0.3403001581830283
1157,0.5006270771020273
1158,0.28971054058160817
1159,0.44577401331217836
1160,0.6025
1161,0.20204880794936805
1162,0.8230075918079096
1163,0.7095833333333332
1164,0.32669930583742807
1165,0.5943429487179488
1166,0.3604979674796748
1167,0.34831477990671417
1168,0.3662557918224854
1169,0.7525885416666668
1170,0.35359068627450974
1171,0.47953281953807164
1172,0.35773359869866056
1173,0.6557095187917105
1174,0.4533333333333333
1175,0.7392692307692309
1176,0.579921875
1177,0.42397388668046226
1178,0.6999994764978321
1179,0.4133205568585507
1180,0.7535023834745763
1181,0.2827044934503863
1182,0.41216713806830085
1183,0.2344435063465105
1184,0.22563407694499416
1185,0.44728896393672946
1186,0.4065898616126137
1187,0.7714971751412429
1188,0.739921875
1189,0.6205857168079096
1190,0.64875
1191,0.8673912723634651
1192,0.31208506371733113
1193,0.451171875
1194,0.3020461919398907
1195,0.2033553509856031
1196,0.17064182920136925
1197,0.4720549104983067
1198,0.8373305084745762
1199,0.44231132075471696
1200,0.41096956061431145
1201,0.35635659425060345
1202,0.2627423469387755
1203,0.1317811684114205
1204,0.3176554159001566
1205,0.3099855252677153
1206,0.7285023834745762
1207,0.21387140229471452
1208,0.6468967667960867
1209,0.3327833228769008
1210,0.4360734926347385
1211,0.325000176744229
1212,0.5387531758130081
1213,0.3646866729433251
1214,0.24711396089196508
1215,0.5514081622152734
1216,0.3580905118457639
1217,0.7362193973634652
1218,0.5271057399155723
1219,0.31149707165463864
1220,0.3183594501968941
1221,0.6575
1222,0.6963084958959598
1223,0.18693725681866102
1224,0.4128988329187053
1225,0.5445241477272728
1226,0.3678546793952102
1227,0.8002604166666666
1228,0.54872342359517
1229,0.24146625155305437
1230,0.7025
1231,0.38038295003411277
1232,0.565881401647417
1233,0.5669286676934925
1234,0.6072523834745762
1235,0.6925
1236,0.32599933409807746
1237,0.23114900564374635
1238,0.592421875
1239,0.7542523834745763
1240,0.4571440972222222
1241,0.5851886221113062
1242,0.7737267424489351
1243,0.4423235923022096
1244,0.49710985969730354
1245,0.22900836597153404
1246,0.5455202076076717
1247,0.5671440972222223
1248,0.1581217929032078
1249,0.6618165290880503
1250,0.5786522458959599
1251,0.3518676393903915
1252,0.4491362955361009
1253,0.18795559119255065
1254,0.3724046338530777
1255,0.5992604166666667
1256,0.757419050141243
1257,0.308999699879952
1258,0.37228101882434506
1259,0.7582552083333334
1260,0.3166347184378543
1261,0.5811001625626265
1262,0.2976217929032078
1263,0.6381052887779728
1264,0.7534242584745762
1265,0.37022442082936463
1266,0.534921875
1267,0.7733333333333334
1268,0.4740255708287067
1269,0.22403805526119602
1270,0.19220962559765906
1271,0.73875
1272,0.341720868695737
1273,0.6223152587072828
1274,0.4828841022818544
1275,0.6929166666666666
1276,0.5818939393939394
1277,0.5688792473511143
1278,0.4189846256684492
1279,0.21075837168753866
1280,0.2503023979862215
1281,0.5272479674796748
1282,0.1660283910482635
1283,0.3817844850070763
1284,0.5714779874213837
1285,0.7157552083333334
1286,0.6039999999999999
1287,0.19924780593356534
1288,0.45256060606060605
1289,0.1455720825668233
1290,0.39601965408805034
1291,0.40753401360544217
1292,0.305883254454683
1293,0.282643855108917
1294,0.26820339890991735
1295,0.45439827382862946
1296,0.5539466700907378
1297,0.7310416666666666
1298,0.7334824810606061
1299,0.6351792279411764
1300,0.4740651147068667
1301,0.696171875
1302,0.7495052083333335
1303,0.3536474784516589
1304,0.513770416227608
1305,0.5554166666666667
1306,0.6523305084745763
1307,0.4620920813092743
1308,0.309053911205074
1309,0.2790569946551354
1310,0.6831670176209178
1311,0.5881638418079096
1312,0.16140541590015667
1313,0.6244094807632525
1314,0.42186394719177983
1315,0.6695052083333334
1316,0.38524157619022453
1317,0.2647264169205681
1318,0.655
1319,0.5998704701114049
1320,0.1310799081324413
1321,0.7681638418079096
1322,0.5844779874213836
1323,0.3569240196078431
1324,0.26936665621023415
1325,0.4677272727272727
1326,0.6981446540880504
1327,0.20853642704954925
1328,0.4318499400868995
1329,0.3623419483133487
1330,0.3410730657469806
1331,0.8034722222222223
1332,0.738
1333,0.24020270512400202
1334,0.4537228370861234
1335,0.7179166666666668
1336,0.38806591679292707
1337,0.7656638418079095
1338,0.5149607168079097
1339,0.5471666666666667
1340,0.3329625152720553
1341,0.33186672850485066
1342,0.21276441993357575
1343,0.21535165068726478
1344,0.2182912265307152
1345,0.2482692002519137
1346,0.1522109026537444
1347,0.6123846899817067
1348,0.43113946845504225
1349,0.22966375202149042
1350,0.31650869879922966
1351,0.1785814720945943
1352,0.6299999999999999
1353,0.30787266735962676
1354,0.40768503289473684
1355,0.32423515981735157
1356,0.1808346751251172
1357,0.1451240168198427
1358,0.45295385608511696
1359,0.368875
1360,0.8430857168079097
1361,0.5288708911001788
1362,0.22253980542792767
1363,0.7745833333333334
1364,0.48423515981735155
1365,0.8335805084745762
1366,0.22164686910800355
1367,0.20166596223794023
1368,0.794921875
1369,0.7912193973634651
1370,0.7672272727272726
1371,0.7857552083333332
1372,0.6924218749999999
1373,0.3902013430700527
1374,0.4462121324245762
1375,0.23069298137216182
1376,0.23329232946461054
1377,0.2207697266542419
1378,0.2245307962548283
1379,0.16545647209459433
1380,0.24344745555689656
1381,0.1959524106561067
1382,0.2504875144930185
1383,0.6690131578947368
1384,0.5269624325446243
1385,0.7778333333333333
1386,0.6616463228685157
1387,0.3033149412841219
1388,0.44246243254462425
1389,0.4454031825943601
1390,0.6604166666666668
1391,0.3682043184050485
1392,0.7776638418079098
1393,0.57
1394,0.653671875
1395,0.363531981085117
1396,0.35883689158342363
1397,0.5502272727272728
1398,0.20188941447093292
1399,0.6247490820699007
1400,0.5900450450450451
1401,0.7440104166666667
1402,0.4958910256410256
1403,0.6516666666666666
1404,0.5777272727272728
1405,0.6373563657997621
1406,0.43590524382974466
1407,0.23433735316926663
1408,0.5934018264840183
1409,0.39236152247339307
1410,0.43837431693989065
1411,0.21381547745020243
1412,0.19234944990363037
1413,0.35431089743589744
1414,0.3156211098430985
1415,0.3839772727272728
1416,0.6741265782828283
1417,0.14123158658217141
1418,0.6056978554133517
1419,0.5830833333333334
1420,0.6423573349585945
1421,0.48282258064516126
1422,0.5175385934819897
1423,0.5034935897435897
1424,0.42972682107668936
1425,0.8356638418079096
1426,0.37224610984309847
1427,0.33621815727244525
1428,0.2911899275839368
1429,0.250449305837428
1430,0.7065
1431,0.4232327149534222
1432,0.37314465408805036
1433,0.7937499999999998
1434,0.6331770833333333
1435,0.6464772727272728
1436,0.4927523580662572
1437,0.4982059661363218
1438,0.2927663883189215
1439,0.5006841302547407
1440,0.7591666666666668
1441,0.3824064613232226
1442,0.6605555555555556
1443,0.5801491477272727
1444,0.3658180844514418
1445,0.6379166666666667
1446,0.47389623397435904
1447,0.484739631358341
1448,0.758896233974359
1449,0.2268617243815968
1450,0.6234415584415585
1451,0.174002357661936
1452,0.29504470738871197
1453,0.6616666666666666
1454,0.2790695649446788
1455,0.7930857168079096
1456,0.5496666666666666
1457,0.43074467191071664
1458,0.7862351598173515
1459,0.7059596076858674
1460,0.43537266735962676
1461,0.21082980344896948
1462,0.5765885416666666
1463,0.6581005426934925
1464,0.5061446540880503
1465,0.21438969481546455
1466,0.6578860640301317
1467,0.4639227911997291
1468,0.30635345882301784
1469,0.826419050141243
1470,0.6446905861739407
1471,0.25114078737598333
1472,0.203352996545318
1473,0.5183783783783784
1474,0.31453429235687297
1475,0.38058255570148153
1476,0.48036244552548907
1477,0.40953127244845056
1478,0.545549853372434
1479,0.46751798810017986
1480,0.3705302048623967
1481,0.5823486759142497
1482,0.7479166666666667
1483,0.6041173469387755
1484,0.6423464912280701
1485,0.7123305084745764
1486,0.627568493150685
1487,0.28302856233065893
1488,0.7133385416666667
1489,0.3801153144184503
1490,0.12181491630965705
1491,0.3967063600070763
1492,0.28560688591339367
1493,0.4616570348173516
1494,0.2789923255701583
1495,0.45416316853233824
1496,0.40483582889542746
1497,0.341124699879952
1498,0.3751863114910946
1499,0.6585606060606061
1500,0.7332355792292933
1501,0.38191375968992247
1502,0.7440885416666667
1503,0.23820992571770705
1504,0.4627227478042662
1505,0.3121704177312846
1506,0.5755857168079096
1507,0.4868158143939394
1508,0.3353213690141626
1509,0.7574358198298877
1510,0.25128574398944
1511,0.397185305940558
1512,0.1726482496429904
1513,0.22287739519822108
1514,0.45771803761210533
1515,0.27977099734014854
1516,0.6925607638888889
1517,0.5017088868529547
1518,0.7339190501412429
1519,0.3533877469105125
1520,0.6532892219387755
1521,0.15386443229359925
1522,0.39624617458492706
1523,0.5183917084353298
1524,0.22623623161134546
1525,0.8332127009348937
1526,0.7314971751412429
1527,0.25344615328973125
1528,0.8353079390301319
1529,0.19245356227438815
1530,0.6648305084745764
1531,0.39161531441845027
1532,0.4177602472579314
1533,0.20567086997400585
1534,0.24518174468588685
1535,0.3598617886630037
1536,0.2409477656269326
1537,0.42945803321328524
1538,0.36761757616274815
1539,0.6383333333333333
1540,0.3343507325824399
1541,0.7215104166666666
1542,0.7163888888888889
1543,0.5939583119647162
1544,0.5331666666666667
1545,0.47291518014446793
1546,0.4938217314350177
1547,0.5303305084745762
1548,0.819921875
1549,0.5931770833333334
1550,0.5563417948072913
1551,0.7066666666666667
1552,0.8308333333333333
1553,0.6716666666666665
1554,0.7065885416666667
1555,0.49197798742138366
1556,0.5995885416666666
1557,0.36569349315068495
1558,0.6601758428347354
1559,0.6158137042292933
1560,0.3001746328783289
1561,0.465
1562,0.2442790527397556
1563,0.5463522727272726
1564,0.37883130081300814
1565,0.629921875
1566,0.44910060060060064
1567,0.6411353923853923
1568,0.43229136654661865
1569,0.3674032817699409
1570,0.7215003509542511
1571,0.6478274028845141
1572,0.8210631473634652
1573,0.41204986707261915
1574,0.5466666666666666
1575,0.2501738451790973
1576,0.3073816168423196
1577,0.7655857168079097
1578,0.23622570286382505
1579,0.23672086869573697
1580,0.47222088580784416
1581,0.5020052083333334
1582,0.2946072063220587
1583,0.5309241452991453
1584,0.5117244478685157
1585,0.2866123860730889
1586,0.4391011420828494
1587,0.2903659934122903
1588,0.3384480717128964
1589,0.20862469987995197
1590,0.36393987282084905
1591,0.31611295451936944
1592,0.6870104166666667
1593,0.72
1594,0.2273692650854751
1595,0.443371926815323
1596,0.5099489113827349
1597,0.41432584609186135
1598,0.16824029304983312
1599,0.5729166666666667
1600,0.7237208624708625
1601,0.2302583475791735
1602,0.5602840136054421
1603,0.3219027068817024
1604,0.7218910256410257
1605,0.3076247883415249
1606,0.2568488953506564
1607,0.17341142704954926
1608,0.3885232746174552
1609,0.3417832290352689
1610,0.404552108980969
1611,0.5241666666666667
1612,0.4366968220016051
1613,0.5943910324171953
1614,0.22609017209062843
1615,0.22059001240967757
1616,0.6154104457862588
1617,0.5239779874213837
1618,0.47666666666666674
1619,0.44593530594055797
1620,0.2059132414657747
1621,0.7705075918079096
1622,0.24907742429661842
1623,0.3437746750036705
1624,0.5094696513000498
1625,0.5029846256684491
1626,0.3189852884663931
1627,0.414045045045045
1628,0.6630857168079096
1629,0.8135805084745763
1630,0.28023986058231365
1631,0.35783012623654115
1632,0.7385606060606061
1633,0.742557781201849
1634,0.51
1635,0.49416179499051893
1636,0.6340885416666666
1637,0.4094495215369856
1638,0.33737051243301336
1639,0.3003665881813976
1640,0.8039971751412429
1641,0.110317772049931
1642,0.26447489223099885
1643,0.4534764533496899
1644,0.2693363120559849
1645,0.307706768148373
1646,0.3643148949744706
1647,0.5632509356241723
1648,0.3315229913424497
1649,0.43009428095372193
1650,0.5265587521195612
1651,0.11503865096618415
1652,0.1847942042549071
1653,0.6084824810606061
1654,0.6488711503623188
1655,0.6931638418079096
1656,0.38394213147553186
1657,0.8310805084745764
1658,0.2158496181669396
1659,0.560657960199005
1660,0.6012403681506849
1661,0.3925
1662,0.3818769949840401
1663,0.5632142857142858
1664,0.6920052083333335
1665,0.50575
1666,0.4542351598173516
1667,0.3397938264866682
1668,0.2953726673596268
1669,0.17850488230117922
1670,0.16416365096618413
1671,0.5223333333333333
1672,0.6192178785210145
1673,0.5869566079080885
1674,0.5325
1675,0.4079816255543233
1676,0.699921875
1677,0.30919892650321446
1678,0.7580629006410257
1679,0.20250216672074473
1680,0.27630660536229884
1681,0.3715151515151516
1682,0.30535985969730356
1683,0.37746428571428564
1684,0.6797295673076923
1685,0.3353676256902063
1686,0.2063839453255502
1687,0.5951666666666667
1688,0.308185598392174
1689,0.26908235015317605
1690,0.4790216573314896
1691,0.217888132920272
1692,0.3116055567417948
1693,0.2149482898516319
1694,0.7782552083333334
1695,0.54
1696,0.4152056797561624
1697,0.4968333333333333
1698,0.46735335989143695
1699,0.40589941051927225
1700,0.305034965034965
1701,0.6662106346899225
1702,0.7100052083333332
1703,0.4561644502298527
1704,0.30230198215294535
1705,0.51647104812152
1706,0.452421875
1707,0.34132266257369365
1708,0.3113219104964114
1709,0.2862450564366613
1710,0.2891242903795425
1711,0.5051562980250077
1712,0.45433975711591984
1713,0.19994571940642228
1714,0.46969864775178366
1715,0.6012552083333333
1716,0.2519105848824826
1717,0.36674796747967475
1718,0.6415843593599475
1719,0.5789694940476191
1720,0.7239840203655993
1721,0.7640885416666667
1722,0.6353333333333334
1723,0.3203133246984146
1724,0.1374674987944313
1725,0.13254734771768922
1726,0.3274602087696601
1727,0.3591098596973035
1728,0.7805857168079094
1729,0.49595300524405006
1730,0.2351187069764454
1731,0.371124699879952
1732,0.49812187502119476
1733,0.5781770833333334
1734,0.22858259307733383
